,link,fsa,name,price,size,image_url,brand,special_feature,item_dimension,product_benefit,special_use,item_weight,reviews,rating,5 star,4 star,3 star,2 star,1 star,discontinued,product_dimension,model_number,first_date,manufacturer,asin,origin_country,ingredients,cat
359,https://www.amazon.com/Alka-Seltzer-Medicine-Sparkling-Original-Effervescent/dp/B01EX2IBBU/ref=sr_1_333?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378702&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-333&ts_id=3761171,,"Cold Medicine, Sparkling Original Effervescent Tablets for Adults with Pain Reliever/Fever Reducer, Sparkling Original, 36 Count",22.96,36 Count (Pack of 1),https://m.media-amazon.com/images/I/81bNrxjp3jL._AC_UL320_.jpg,ALKA-SELTZER PLUS,,3.25 x 1.99 x 4.05 inches,Fever Control,"Cold, Fever",,2133,4.7,85%,9%,2%,1%,3%,No,3.25 x 1.99 x 4.05 inches; 5.29 Ounces,BA40036,1-May-16,Alka-Seltzer Plus,B01EX2IBBU,,"Active ingredients (in each tablet) Aspirin 325 mg (NSAID)* Chlorpheniramine maleate 2 mg Phenylephrine bitartrate 7.8 mg *nonsteroidal anti-inflammatory drug Inactive ingredients acesulfame potassium, anhydrous citric acid, aspartame, calcium silicate, dimethicone, docusate sodium, flavors, mannitol, povidone, sodium benzoate, sodium bicarbonate",cold
360,https://www.amazon.com/Mucinex-12-Hour-Expectorant-Suppressant-Tablets/dp/B005GQN4YM/ref=sr_1_388?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379070&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-388&ts_id=3761171,FSA or HSA eligible,"DM 12-Hour Expectorant and Cough Suppressant Tablets, 6 Count",5.08,6 Count (Pack of 1),https://m.media-amazon.com/images/I/81Pht4GnxeL._AC_UL320_.jpg,Mucinex,,2 x 1 x 1.5 inches,Cough Relief,Cough,,170,4.7,74%,21%,4%,1%,0%,No,2 x 1 x 1.5 inches; 0.35 Ounces,286230,15-Feb-15,Reckitt Benckiser,B005GQN4YM,,"Active Ingredients: In Each Extended-Release Bi-Layer Tablet: Dextromethorphan HBr (30 mg), Guaifenesin (600 mg).",cold
361,https://www.amazon.com/Boiron-BERYLLIUM-METALLICUM-200CK-MD/dp/B00IZ0U0WA/ref=sr_1_340?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378821&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-340&ts_id=3761171,FSA or HSA eligible,Beryllium Metallicum 200Ck Md 80 Pellets for Painful Dry Cough,9.99,Non-Drowsy,https://m.media-amazon.com/images/I/51owDQeO9BL._AC_UL320_.jpg,Boiron,,,,,,4,5,100%,0%,0%,0%,0%,No,2.63 x 0.63 x 0.63 inches; 0.3 Ounces,,13-Mar-14,AmazonUs/BOIB7,B00IZ0U0WA,France,"Active ingredient: Beryllium metallicum 200CK HPUS; Inactive ingredients: Lactose, Sucrose",cold
362,https://www.amazon.com/Tylenol-Severe-Medicine-Liquid-Daytime/dp/B005IHVQ80/ref=sr_1_381?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378966&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-381&ts_id=3761171,FSA or HSA eligible,"Cold + Flu Severe Medicine w/Acetaminophen, DextromethorphanHBr, Guaifenesin, PhenylephrineHCI, Liquid Daytime Cold/Fever & Chest Congestion Relief, Warming Honey Lemon, 8 Fl. Oz",15.26,,https://m.media-amazon.com/images/I/81oQBCoj6sL._AC_UL320_.jpg,Tylenol,Non Drowsy,2.06 x 3.02 x 5.33 inches,Cold and Flu Control,,0.68 Pounds,511,4.7,83%,8%,5%,1%,3%,No,2.06 x 3.02 x 5.33 inches; 10.88 Ounces,JJ-289,22-Aug-11,Johnson & Johnson,B005IHVQ80,,"Active ingredients (in each 15 mL) (Purpose) Acetaminophen 325 mg (Pain reliever/fever reducer) Dextromethorphan HBr 10 mg (Cough suppressant) Phenylephrine HCl 5 mg (Nasal decongestant) Inactive ingredients: alcohol, anhydrous citric acid, FD&C yellow no. 6, flavors, glycerin, propylene glycol, purified water, sodium benzoate, sorbitol solution, sucralose",cold
363,https://www.amazon.com/SAMBUCOL-Cold-Flu-Kids-Chewables/dp/B07649WFGB/ref=sr_1_335?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378702&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-335&ts_id=3761171,,"Cold And Flu Kids Chewables, 24 CT",24.83,24 Count (Pack of 1),https://m.media-amazon.com/images/I/91o02bhzAiL._AC_UL320_.jpg,Sambucol,,3.27 x 1.26 x 4.48 inches,Cold and Flu Control,"Cold, Flu",0.04 Kilograms,378,4.5,76%,11%,7%,1%,4%,,3.27 x 1.26 x 4.48 inches; 1.41 Ounces,,31-Jan-18,Sambucol,B07649WFGB,,,cold
364,https://www.amazon.com/Vicks-Non-Drowsy-Multi-Symptom-Congestion-Liquicaps/dp/B015F4KJCE/ref=sr_1_130?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699299186&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-130&ts_id=3761171,,"Vicks DayQuil Cold & Flu Medicine, Non-Drowsy Powerful Multi-Symptom Daytime Relief for Headache, Fever, Sore Throat, Minor Aches and Pains, Nasal Congestion, Sinus Pressure and Cough, 16 Liquicaps",14.07,16 Count (Pack of 1),https://m.media-amazon.com/images/I/81WlGbIvRIL._AC_UL320_.jpg,,,,,,,22,4.7,81%,13%,0%,5%,0%,,,323900014428-1a,16-Sep-15,Procter & Gamble - HABA Hub,B015F4KJCE,,"Active Ingredients (In Each LiquiCap): Acetaminophen 325 mg (Pain Reliever/Fever Reducer), Dextromethorphan HBr 10 mg (Cough Suppressant), Phenylephrine HCl 5 mg (Nasal Decongestant) Inactive Ingredients: FD&C Red No. Atin, Glycerin, Polyethylene Glycol, Povidone, Propylene Glycol, Purified Water, Sorbital Sorbitan Solution, Titanium Dioxide",cold
365,https://www.amazon.com/Sambucol-Relief-Dissolve-Tablets-Elderberry/dp/B01IAIHL4G/ref=sr_1_411?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379184&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-411&ts_id=3761171,,"Cold & Flu Relief Quick Dissolve Tablets, Black Elderberry 30 ea (Pack of 12)",100.64,,https://m.media-amazon.com/images/I/71AXjDEJEQL._AC_UL320_.jpg,Sambucol,,,Cold and Flu Control,Cold,,5,5,100%,0%,0%,0%,0%,,,,11-Jul-16,Emerson Healthcare,B01IAIHL4G,,,cold
366,https://www.amazon.com/Amazon-Basic-Care-Childrens-Medicine/dp/B087D39GCD/ref=sr_1_217?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699299632&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-217&ts_id=3761171,FSA or HSA eligible,"Children's Cold and Cough Relief DM Medicine, Soothes Cough, Relieves Allergy Symptoms, Red Grape Flavor Liquid, Syrup, 8 Fluid Ounces",7.35,8 Fl Oz (Pack of 1),https://m.media-amazon.com/images/I/813kqmE8u-L._AC_UL320_.jpg,Amazon Basic Care,,2.34 x 2.38 x 6.19 inches,Cold and Flu Control,"Allergy, Cold, Cough",,351,4.7,82%,11%,3%,2%,1%,,2.34 x 2.38 x 6.19 inches; 11.68 Ounces,,2-Feb-20,"Amazon.com Services, Inc.",B087D39GCD,USA,"Active ingredients (in each 10 mL): Brompheniramine maleate, USP 2 mg; Dextromethorphan HBr, USP 10 mg; Phenylephrine HCl, USP 5 mg. Inactive ingredients: anhydrous citric acid, edetate disodium, FD&C blue no. 1, FD&C red no. 40, flavor, glycerin, propylene glycol, purified water, saccharin sodium, sodium benzoate, sorbitol solution.",cold
367,https://www.amazon.com/Quality-Choice-Effervescent-Relief-Tablets/dp/B09RQ5NJGP/ref=sr_1_417?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379184&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-417&ts_id=3761171,FSA or HSA eligible,"Cold Medicine, Effervescent Cold Relief Plus Orange, Pain Reliever & Fever Reducer, Congestion, Sneezing, Sinus Pressure, Runny Nose, and Head Ache Relief in 20 Count Flavored Tablets",7.99,,https://m.media-amazon.com/images/I/81nemXyi4IL._AC_UL320_.jpg,Quality Choice,Fast Acting,2.13 x 2.75 x 3.5 inches,Cold and Flu Control,Cold,,25,4.5,66%,18%,16%,0%,0%,,2.13 x 2.75 x 3.5 inches; 2.89 Ounces,,2-Feb-22,"C.D.M.A., Inc",B09RQ5NJGP,,"Aspirin 325mg, Chlorpheniramine Maleate 2mg, Phenylephrine Bitartrate 7.8mg",cold
368,https://www.amazon.com/Cold-Gone-Organic-Tea-Relief/dp/B01NBF2WZO/ref=sr_1_410?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379184&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-410&ts_id=3761171,,"Cold Be Gone Tea- -Caffeine Free Immunity Tea- Natural USDA Organic Throat Coat Tea For Cold Relief, Cough, Congestion, Throat, Fever, and Sleep - 20 Count (1 Pack)",12.97,Peppermint,https://m.media-amazon.com/images/I/61jc8inwn2L._AC_UL320_.jpg,Secrets Of Tea,,,,,,198,4.1,63%,12%,13%,2%,10%,No,5 x 2 x 2 inches; 2 Ounces,,,Secrets Of Tea,B01NBF2WZO,,,cold
369,https://www.amazon.com/COLD-EEZE-Lozenges-Homeopathic-Shortens-Echinacea/dp/B08L6PYVTP/ref=sr_1_424?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379184&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-424&ts_id=3761171,FSA or HSA eligible,"Plus Defense Natural Manuka Honey Lemon Zinc Lozenges, Homeopathic Cold Remedy, Shortens Common Cold Symptoms, Promotes Immune Health, Sambucus Nigra, Echinacea and Rose Hips, 25 Ct.",10.94,25 Count (Pack of 1),https://m.media-amazon.com/images/I/81lGwI0VU0L._AC_UL320_.jpg,Cold-Eeze,Vegan,1.75 x 3 x 5 inches,,Cold,3.2 Ounces,378,4.8,87%,8%,2%,0%,3%,,1.75 x 3 x 5 inches; 3.2 Ounces,,10-Aug-20,AmazonUs/EMCW9,B08L6PYVTP,USA,Active ingredient (per lozenge): Zinc Gluconate 1X HPUS† (2.22%) (13.3 mg zinc) .…. Cold Remedy Sambucus Nigra 1X HPUS† (1.11%) …… Promotes immune support* Avena Sativa L. 2X HPUS† (0.14%) ……. Helps with general debility and fatigue* Rosa Canina (Rose Hips) 2X HPUS† (0.09%) …… Promotes immune support* Echinacea Purpurea 3X HPUS† (0.04%) …… Promotes immune support* † The letter ‘HPUS’ indicate that the active ingredient is in the official Homeopathic Pharmacopeia of the United States.,cold
370,https://www.amazon.com/Major-Relief-People-Pressure-Tablets/dp/B08MBD8GY1/ref=sr_1_354?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378821&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-354&ts_id=3761171,FSA or HSA eligible,Cough & Cold Relief for People with High Blood Pressure 16 Tablets,4.90,16 Count (Pack of 1),https://m.media-amazon.com/images/I/41l9w3UhgQL._AC_UL320_.jpg,MAJOR,,,"Cough, cold & flu relief for people with high blood pressure","Cold, Cough",,89,4.6,75%,17%,4%,2%,3%,,,,30-Oct-20,Major Pharmaceuticals,B08MBD8GY1,,"Chlorpheniramine maleate 4mg, Dextromethorphan HBr 30mg, croscarmellose sodium, D&C red #27 aluminum lake, FD&C yellow #6 aluminum lake, lactose anhydrous, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, silicon dioxide, stearic acid, talc, titanium dioxide",cold
371,https://www.amazon.com/Airborne-Zesty-Orange-Effervescent-Tablets/dp/B00006G9LZ/ref=sr_1_826?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699381315&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-826&ts_id=3761171,,"Zesty Orange Effervescent Tablets, 10 count - 1000mg of Vitamin C - Immune Support Supplement (Pack of 3)",21.50,10 Count (Pack of 3),https://m.media-amazon.com/images/I/71hbS1rUEvL._AC_UL320_.jpg,Airborne,,,Immune Support,,,277,4.6,81%,7%,5%,1%,6%,Yes,4.05 x 3.8 x 1.4 inches; 6.88 Ounces,100246,15-Nov-06,Airborne,B00006G9LZ,,"Other Ingredients: citric acid, sorbitol, natural and artificial flavor, silicon dioxide, polyethylene glycol, hydroxypropyl methylcellulose, acesulfame potassium, sucralose",cold
372,https://www.amazon.com/Rite-Aid-Multi-Symptom-Daytime-Relief/dp/B0C549J5PF/ref=sr_1_327?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378702&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-327&ts_id=3761171,,Multi-Symptom Daytime Cold and Flu Relief - 24 ct,7.99,,https://m.media-amazon.com/images/I/91kJ28Ig4mL._AC_UL320_.jpg,Rite Aid,"Multi-Symptom Relief, Relieves aches, fever and sore throat, Daytime Relief",,Cold and Flu Control,Aches & Pains,,1,5,100%,0%,0%,0%,0%,No,,,12-May-23,TIME CAP LABORATORIES INC,B0C549J5PF,India,"Active Ingredients (in each softgel): Acetaminophen 325mg, Dextromethorphan HBr 10mg, Phenylephrine HCl 5mg Inactive Ingredients: FD&C red #40, FD&C yellow #6, gelatin, glycerin, polyehtylene glycol, povidone, propylene glycol, purified water, shellac, sorbitol sorbitan solution, titanium dioxide",cold
373,https://www.amazon.com/Childrens-Dimetapp-Cough-Congestion-Night/dp/B07PHVTJ64/ref=sr_1_590?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699380068&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-590&ts_id=3761171,,Children's Cold & Cough 2 Pack + Day/Night Value 1 Pack (2 Pack),24.99,2 Count (Pack of 1),https://m.media-amazon.com/images/I/71xpbE8DJ0L._AC_UL320_.jpg,Dimetapp,,,,"Allergy, Cold, Cough",,163,4.5,77%,12%,4%,0%,7%,,,,2-Feb-15,Dimetapp,B07PHVTJ64,,,cold
374,https://www.amazon.com/Abreva-2grm-Pump-Size-Treatment/dp/B00E4MMWTC/ref=sr_1_408?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379070&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-408&ts_id=3761171,,2grm Pump Size 1ct Abreva Cold Sore Treatment,15.50,7 Fl Oz (Pack of 1),https://m.media-amazon.com/images/I/61U5dyxAzoL._AC_UL320_.jpg,Abreva,,5.05 x 4.75 x 1.9 inches,Sore Relief,Cold Sore,0.05 Pounds,2897,4.7,80%,11%,5%,2%,2%,No,5.05 x 4.75 x 1.9 inches; 0.8 Ounces,B00E4MMWTC,24-Jul-13,Abreva,B00E4MMWTC,,,cold
375,https://www.amazon.com/otomar-Blocked-Congestion-Solution-Moisturizer/dp/B0BPYGBW9P/ref=sr_1_416?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379184&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-416&ts_id=3761171,,"Adults Cold & Flu Saline Nasal Spray, Sinus Rinse Nasal Wash for Blocked Nose & Congestion Relief, Drug Free Sterile Saline Solution, Nose Moisturizer for Dry Nose, 4.2 oz Pack of 2",12.50,,https://m.media-amazon.com/images/I/71O1Jt7ZsXL._AC_UL320_.jpg,Otomar,,3.46 x 1.73 x 7.28 inches,"Cold,Sinus Relief",,8.4 Ounces,29,4.5,54%,46%,0%,0%,0%,,3.46 x 1.73 x 7.28 inches; 8.4 Ounces,,14-Dec-22,Gabri Labs,B0BPYGBW9P,,"Purified water , Sodium chloride",cold
376,https://www.amazon.com/Airborne-Berry-Effervescent-Tablets-Count/dp/B07MHPDM5Z/ref=sr_1_431?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379184&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-431&ts_id=3761171,,"Very Berry Effervescent Tablets, 36 Count (2 Pack)",39.45,"Drops,Tablets",https://m.media-amazon.com/images/I/61QAw2i6UrS._AC_UL320_.jpg,Airborne,,,Immune Support,Supplement,,371,4.8,90%,6%,1%,1%,2%,No,,,3-Jan-19,Reckitt Benckiser Healthcare,B07MHPDM5Z,,,cold
377,https://www.amazon.com/GenCare-Dextromethorphan-Guaifenesin-Immediate-Expectorant/dp/B0B9ZXSN92/ref=sr_1_390?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379070&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-390&ts_id=3761171,,GenCare - Mucus Relief DM (150 Count Value Bottle) Dextromethorphan HBr 20mg Guaifenesin 400mg | Generic Mucus Relief DM | Immediate Release Uncoated Cough & Mucus Expectorant Pill,9.99,150 Count (Pack of 1),https://m.media-amazon.com/images/I/618Mk8IVODL._AC_UL320_.jpg,Pioneer Life Sciences,Long Lasting,,,"Cough,Cough Relief,Mucus Relief,Relief",0.12 Kilograms,503,4.6,74%,15%,5%,3%,3%,,,,9-Sep-22,Pioneer Life Sciences,B0B9ZXSN92,,,cold
378,https://www.amazon.com/Otomar-Blocked-Congestion-Sterile-Solution/dp/B0BPYH7BDD/ref=sr_1_476?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379425&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-476&ts_id=3761171,,"Kids Cold & Flu Saline Nasal Spray, Drug Free Ultra Fine Mist, Baby Nasal Wash for Blocked and Runny Nose, Age 0+, Fast Congestion and Mucus Relief Sterile Saline Solution, 4.2 oz Pack of 2",12.50,,https://m.media-amazon.com/images/I/71zWnr3qk-L._AC_UL320_.jpg,Otomar,,3.46 x 1.73 x 7.28 inches,"Cold,Sinus Relief",,8.4 Ounces,28,4.7,70%,30%,0%,0%,0%,,3.46 x 1.73 x 7.28 inches; 8.4 Ounces,,14-Dec-22,Gabri Labs,B0BPYH7BDD,,"Purified Water , Sodium chloride",cold
379,https://www.amazon.com/COLD-COUGH-10CT-2DZ-BLM/dp/B00E6M4FRW/ref=sr_1_350?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378821&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-350&ts_id=3761171,FSA or HSA eligible,AS PL COLD & COUGH PE LG 10CT 2DZ BLM,8.68,10 Count (Pack of 1),https://m.media-amazon.com/images/I/91xZO-1Km7L._AC_UL320_.jpg,ALKA-SELTZER PLUS,,1.09 x 3.91 x 3.28 inches,Cough Relief,"Cold, Cough, Fever",,90,4.9,88%,9%,3%,0%,0%,,1.09 x 3.91 x 3.28 inches; 1.13 Ounces,55534,3-Feb-12,Alka-seltzer Plus,B00E6M4FRW,,"Acetaminophen, Chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine hydrochloride, D&C red #33, FD&C blue #1, gelatin, glycerin, polyethylene glycol, povidone, propylene glycol, purified water, shellac, sodium hydroxide, sorbitol sorbitan solution, titanium dioxide",cold
380,https://www.amazon.com/Rite-Aid-Allergy-Medicine-Chlorpheniramine/dp/B07SVZJ325/ref=sr_1_368?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378966&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-368&ts_id=3761171,FSA or HSA eligible,"Allergy Medicine, Chlorpheniramine Maleate 4mg - 100 Count Tablets | 4 Hour Allergy Relief | Antihistamine Allergy Medication | Allergy Medicine for Adults | Non Drowsy Allergy Medicine",5.79,100 Count (Pack of 1),https://m.media-amazon.com/images/I/51ACPRM3D0L._AC_UL320_.jpg,Rite Aid,"Long Lasting, Non Drowsy",,Allergy Control,Allergies,0.09 Pounds,1808,4.7,82%,11%,5%,1%,1%,No,,,22-Oct-09,Rite Aid,B07SVZJ325,,"Active Ingredient (in Each Tablet): Chlorpheniramine Maleate (4 mg). Inactive Ingredients: Anhydrous Lactose, Corn Starch, D&C Yellow 10 Aluminum Lake, Magnesium Stearate, Microcrystalline Cellulose. Inactive Ingredients: Anhydrous Lactose, Corn Starch, D&C Yellow 10 Aluminum Lake, Magnesium Stearate, Microcrystalline Cellulose.",cold
381,https://www.amazon.com/Zarbees-Kids-Cough-Mucus-Day/dp/B0BN2D93CZ/ref=sr_1_463?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379425&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-463&ts_id=3761171,,Kid's Cough + Mucus Day- 8oz,12.44,4 Fl Oz,https://m.media-amazon.com/images/I/61YIxVZXi3L._AC_UL320_.jpg,Zarbee's,Soothing,2.58 x 2.58 x 5.53 inches,Immune Support,Cough,,7368,4.7,85%,10%,3%,1%,2%,,2.58 x 2.58 x 5.53 inches; 13.26 Ounces,,31-Jan-22,Zarbee's,B0BN2D93CZ,USA,,cold
382,https://www.amazon.com/Oakhurst-Co-OAKHURST033811-Father-Medicine/dp/B000GG5P3A/ref=sr_1_432?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379184&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-432&ts_id=3761171,FSA or HSA eligible,"Alcohol Free Cough Medicine, 4 Ounces",9.99,4 Fl Oz (Pack of 1),https://m.media-amazon.com/images/I/81aIcwTtRQL._AC_UL320_.jpg,FATHER JOHN'S,,2 x 2 x 4.75 inches,"Cough Suppressant,Cough Suppressants",Cough,3.2 Ounces,1279,4.6,78%,11%,5%,1%,4%,No,2 x 2 x 4.75 inches; 3.2 Ounces,OAKHURST033811,7-Dec-03,Oakhurst Co.,B000GG5P3A,,"Water, Gum Arabic, Sugar, Licorice, Caramel, Glycerine 96%, Oil of Lavendar, Oil of Cloves, Cinnamic Aldehyde, Oil of Nutmeg, Cod Liver Oil, Anise Oil FCC, Dextromethorpheb Hydrobromid",cold
383,https://www.amazon.com/Pentrexcilina-Daytime-Relief-Congestion-Sneezing/dp/B0B34BTZT3/ref=sr_1_440?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379301&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-440&ts_id=3761171,,"Daytime, Cough, Cold & Flu Relief, Sore Throat, Fever, Congestion, Itchy, Watery Eyes, Runny Nose & Sneezing - 12 Tablets",9.99,,https://m.media-amazon.com/images/I/61evYS7J65L._AC_UL320_.jpg,Pentrexcilina,Fast-Acting,5 x 1.5 x 2.5 inches,Cold and Flu Control,Cold,,10,4,53%,30%,0%,0%,18%,,5 x 1.5 x 2.5 inches; 0.63 Ounces,,10-Jun-22,opmx,B0B34BTZT3,,,cold
384,https://www.amazon.com/Silver-Throat-Xylitol-throats-Vocals/dp/B0046VZR98/ref=sr_1_418?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699505493&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-418&ts_id=3761171,,"Pure Silver Zinc Natural Throat Spray for Cold and Flu, Sore Throats, Dry Cough and Dry Mouth and Voice Vocals",13.98,4 Fl Oz (Pack of 1),https://m.media-amazon.com/images/I/71C8I-lRZGL._AC_UL320_.jpg,Xyloburst,,2.3 x 2.3 x 2.3 inches,,"Cold, Cough, Sore Throat",9.07 Grams,99,4.1,54%,23%,10%,5%,8%,,2.3 x 2.3 x 2.3 inches; 0.32 Ounces,B0046VZR98,9-Sep-15,Inventory Management Services- HPC,B0046VZR98,,Throat Spray,cold
385,https://www.amazon.com/Vicks-DayQuil-Congestion-Medicine-Packets/dp/B0CHN3XCTL/ref=sr_1_436?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379301&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-436&ts_id=3761171,,"DayQuil/NyQuil Hot Remedy, Rapid Relief, Cold & Flu + Congestion Relief Hot Drink Powder Medicine, 16 Packets",19.98,,https://m.media-amazon.com/images/I/71jfzZ+rm8L._AC_UL320_.jpg,Vicks,,,,,,0,,0%,0%,0%,0%,0%,,,,8-Sep-23,P&G,B0CHN3XCTL,,,cold
386,https://www.amazon.com/GoodSense-Expectorant-Suppressant-Guaifenesin-Dextromethorphan/dp/B07P5PN8QF/ref=sr_1_438?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699379301&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-438&ts_id=3761171,FSA or HSA eligible,"Mucus DM Guaifenesin and Dextromethorphan Hydrobromide Extended-Release Tablets, 600 mg/30 mg; Expectorant and Cough Suppressant, 20 Count",10.63,20 Count (Pack of 1),https://m.media-amazon.com/images/I/61ePViQXsmL._AC_UL320_.jpg,GoodSense,Targeted,1.94 x 3.5 x 5 inches,Cough Relief,,600 Milligrams,785,4.6,75%,13%,7%,2%,2%,,1.94 x 3.5 x 5 inches; 0.02 Ounces,,4-Jun-19,PERRIGO COMPANY,B07P5PN8QF,USA,"Active ingredients (in each extended-release tablet): Dextromethorphan HBr 30 mg; Guaifenesin 600 mg. Inactive ingredients: carbomer homopolymer type B, copovidone, D&C yellow #10 aluminum lake, hypromellose, magnesium hydroxide, magnesium stearate, microcrystalline cellulose, silicon dioxide.",cold
387,https://www.amazon.com/Welly-Decongestant-Acetaminophen-Dextromethorphan-Phenylephrine/dp/B0BJ7VX726/ref=sr_1_318?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378702&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-318&ts_id=3761171,FSA or HSA eligible,"Remedies | OTC Daytime Cold & Flu Reliever Medicine | Pain/Fever Reducer, Cough Suppressant, Expectorant, Nasal Decongestant | Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl",17.95,,https://m.media-amazon.com/images/I/71jEzjIEtFL._AC_UL320_.jpg,Welly,,1.65 x 2.5 x 3.75 inches,"Temporarily relieves: minor aches and pains, headache, temporarily reduces fever, helps loosen phlegm (mucus) and thin bronchial secretions to make coughs more productive, temporarily relieves cough due to minor throat and bronchial irritation associated with the common cold or inhaled irritants, temporarily relieves nasal congestionTemporarily relieves: minor aches and pains, headache, temporarily reduces fever, helps loosen phlegm (mucus) and thin bronchial secretions to make coughs more prod…","Cold, Cough, Fever",,36,4.2,60%,14%,17%,0%,9%,,1.65 x 2.5 x 3.75 inches; 2.4 Ounces,,14-Oct-22,Welly,B0BJ7VX726,,Acetaminophen 325mg Dextromethorphan HBr 10mg Guaifenesin 200mg Phenylephrine HCl 5mg,cold
388,https://www.amazon.com/Mucinex-Strength-Fast-Max-Nightshift-Multi-Symptom/dp/B0C6R4WYQJ/ref=sr_1_347?c=ts&keywords=Cold+%26+Flu+Medicine&qid=1699378821&refinements=p_85%3A2470955011&refresh=1&rps=1&s=hpc&sr=1-347&ts_id=3761171,,"Maximum Strength Fast-Max Day Cold & Flu & Nightshift Night Severe Cold & Flu All in One, Fast Release, Powerful Multi-Symptom Relief, 40 caplets (24 Day time + 16 Night time) (Pack of 3)",67.47,40 Count (Pack of 3),https://m.media-amazon.com/images/I/812JkKV+7HL._AC_UL320_.jpg,Mucinex,,1.57 x 3.54 x 4.92 inches,"Cold,Flu",Cold,0.2 Pounds,0,,0%,0%,0%,0%,0%,,1.57 x 3.54 x 4.92 inches; 3.2 Ounces,,31-May-23,Reckitt Benckiser,B0C6R4WYQJ,USA,"Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl, Triprolidine HCl",cold
